"REGION","RNAME","SNAME","KEY","LENGTH","UPNGR","DOWNNGR","CHEMNGR","P_GQA_90","P_GQA_95","P_GQA_00","P_GQA_01","P_GQA_02","P_GQA_03","P_GQA_04","P_GQA_05","P_GQA_06","P_GQA_07","P_GQA_08","P_GQA_09"
"Wales","CLEDAN","Conf.R.Irfon - Conf.Glan Cledan Fawr","055010008501",3.2,"SN871  449","SN893  460","SN8890645602",,"1","1","1","1","1","1","1","1","1","1","1"
"Wales","GWESYN","Conf.R.Irfon - Conf.nr.Trysgol","055010008601",1.4,"SN858  539","SN854  525","SN9202047000",,"1","1","1","1","1","1","1","1","1","1","1"
"Wales","BUILTH DULAS BROOK","Conf.R.Wye - Conf.Castel Crab","055010008701",5.6,"SO048  557","SO021  530","SO0227853305",,"3","1","1","1","1","2","2","2","1","2","1"
"Wales","ITHON","Conf.R.Wye - Conf.Howey Bk.","055010008801",5.7,"SO036  589","SO013  564","SO0191057260",,"2","2","2","2","2","2","3","2","2","2","2"
"Wales","ITHON","Conf.Howey Bk. - Outlet Llandrindod STW","055010008802",3,"SO049  604","SO036  589","SO0463060365",,"4","3","3","3","3","4","5","5","3","2","2"
"Wales","ITHON","Outlet Llandrindod STW-Conf.Clywedog Bk.","055010008803",8,"SO077  649","SO049  604","SO0463060365",,"4","3","3","3","3","4","5","5","3","2","2"
"Wales","ITHON","Conf.Clywedog Bk. - Conf.R.Aran","055010008804",14.1,"SO114  653","SO077  649","SO1133364183",,"1","1","1","1","1","1","1","1","1","1","1"
"Wales","ITHON","Conf.R.Aran - Conf.Camddwr Bk.","055010008806",6.5,"SO106  701","SO114  653","SO1133364183",,"1","1","1","1","1","1","1","1","1","1","1"
"Wales","ITHON","Conf.Camddwr Bk. - Conf.Camnant","055010008807",19.6,"SO088  828","SO106  701","SO0973077677",,"1","1","1","1","1","1","2","2","1","1","1"
"Wales","HOWEY BROOK","Conf.R.Ithon - Howey STW O/f","055010008901A",2.1,"SO048  588","SO036  589","SO0480058820",,"5","1","1","1","1","2","2","2","2","1","1"
"Wales","HOWEY BROOK","Howey STW Outfall - Conf.at Three Wells","055010008901B",1.1,"SO060  585","SO048  588","SO0480058820",,"5","1","1","1","1","2","2","2","2","1","1"
"Wales","NANTMEL DULAS","Conf.R.Ithon - Conf.Black Bk.","055010009001",6.5,"SO021  663","SO064  638","SO0463060365",,"4","3","3","3","3","4","5","5","3","2","2"
"Wales","CLYWEDOG BROOK","Conf.R.Ithon - Conf.Bachell Bk.","055010009101",8.2,"SO074  709","SO077  649","SO0836665010",,"1","1","1","1","1","1","2","2","2","2","1"
"Wales","CLYWEDOG BROOK","Bachell Bk. - Fish Pool Fm.","055010009102",5,"SO045  724","SO074  709","SO0836665010",,"1","1","1","1","1","1","2","2","2","2","1"
"Wales","BACHELL BROOK","Conf.Clywedog Bk. - Conf.Crychell","055010009201",4,"SO079  735","SO074  709","SO0836665010",,"1","1","1","1","1","1","2","2","2","2","1"
"Wales","MITHIL BROOK","Conf.R.Ithon - Llandegly STW","055010009301",2.2,"SO138  632","SO116  630","SO1285863200",,"2","2","2","2","2","2","2","2","2","2","2"
"Wales","MITHEL BROOK","Llandegly STW - Conf.below Trewern","055010009301A",1.8,"SO144  626","SO138  632","SO1285863200",,"2","2","2","2","2","2","2","2","2","2","2"
"Wales","ARAN","Conf.R.Ithon - Conf.at Lower Pentre","055010009401",8.6,"SO157  692","SO114  653","SO1165065560",,"1","1","1","1","1","1","2","2","2","2","1"
"Wales","CAMDDWR BROOK","Conf.R.Ithon - Conf.at the Pound","055010009501",6.6,"SO137  745","SO106  701","SO1061070235",,"1","1","1","1","1","1","1","1","1","1","1"
"Wales","GWENLAS BROOK","Conf.R.Ithon - Conf.at Ddol","055010009601",2.7,"SO110  798","SO097  782","SO0973077677",,"1","1","1","1","1","1","2","2","1","1","1"
"Wales","LLAETHDY BROOK","Conf.R.Ithon - Conf.Custogion","055010009701",1.4,"SO058  800","SO085  807","SO0973077677",,"1","1","1","1","1","1","2","2","1","1","1"
"Wales","BLUE LINS BROOK","Conf.R.Ithon - Conf.at Pen y Garreg","055010009801",3.6,"SO062  825","SO083  810","SO0973077677",,"1","1","1","1","1","1","2","2","1","1","1"
"Wales","LLANWRTHWL DULAS","Conf.R.Wye - Conf.at Ty Coch","055010009901",4.1,"SN949  632","SN978  634","SN9733263838",,"1","1","1","1","1","1","1","1","1","1","1"
"Wales","ELAN","Conf.R.Wye - Caban Coch Outlet","055010010001",7.8,"SN925  645","SN967  657","SN9658065655","2","1","1","1","1","1","1","1","1","1","1","1"
"Wales","ELAN RESERVOIRS","Outlet Caban Coch - Inlet Craig-goch","055010010002",11,"SN904  713","SN925  645","SN9282864597",,"1","1","1","1","1","1","1","1","1","1","1"
"Wales","ELAN","Inlet Craig-goch - Conf.Nr.Banc Cerrig","055010010003",8.6,"SN853  748","SN904  713","SN9032071540",,"1","1","1","1","1","1","1","1","1","1","1"
"Wales","CLAERWEN","Inlet Caban Coch Res.-Inlet Claerwen Res","055010010101",5.3,"SN822  670","SN903  615","SN9006561552",,"1","1","1","1","1","1","1","1","1","2","2"
"Wales","RHIWNANT","Conf.R.Claerwen - Conf.nr.mine","055010010201",3,"SN878  606","SN899  617","SN9282864597",,"1","1","1","1","1","1","1","1","1","1","1"
"Wales","ARBAN","Conf.R.Claerwen - Conf.Nant y Lau","055010010301",1.8,"SN854  636","SN870  633","SN9006561552",,"1","1","1","1","1","1","1","1","1","2","2"
"Wales","NANT HIRIN","Conf.R.Elan - Conf.below lakes","055010010401",5.6,"SN853  708","SN891  723","SN9032071540",,"1","1","1","1","1","1","1","1","1","1","1"
"Wales","GWYNGU","Conf.R.Elan - Conf.Nant Bryn Yr Ieir","055010010501",3.5,"SN849  727","SN872  735","SN9032071540",,"1","1","1","1","1","1","1","1","1","1","1"
"Wales","MARTEG","Conf.R.Wye - Conf.at Bryn y Wyntyll","055010010601",12.4,"SO010  755","SN952  715","SN9522271486",,"1","1","1","1","1","1","1","1","1","1","1"
"Wales","DERNOL","Conf.R.Wye - Conf.at Trafel Gwyn","055010010701",3.5,"SN896  758","SN920  746","SN9182574530",,"1","1","1","1","1","1","1","1","1","1","1"
"Wales","BIDNO","Conf.R.Wye - Conf.D/S Source","055010010801",8,"SN845  848","SN893  804","SN8931080365",,"1","1","1","1","1","1","1","1","1","1","1"
"Wales","TARENIG","Conf.R.Wye - Conf.at Eisteddfa Gurig","055010010901",4.9,"SN799  841","SN841  826","SN8408582610",,"1","1","1","1","1","1","1","1","1","1","1"
"Wales","MOUNTON BROOK","Tidal Limit - Mounton","055020000101",4.4,"ST512  931","ST520  895","ST4786395168","2","2","2","2","2","2","2","2","2","2","2","2"
"Wales","MOUNTON BROOK","Mounton - Bullyhole Bottom","055020000102",7.4,"ST462  962","ST512  931","ST4786395168","2","2","2","2","2","2","2","2","2","2","2","2"
"Wales","WINDMILL REEN","Seawall - Greenmoor","056030000101",2.1,"ST392  858","ST409  832","ST4060083820","5","5","4","5","5","5","5","5","5","5","5","5"
"Wales","MONKS DITCH","Goldcliff - BSC Transformer Stn.","056050000101",3.7,"ST369  855","ST369  830","ST3768483328","3","3","2","3","3","3","3","4","4","4","4","4"
"Wales","MONKS DITCH","BSC Transformer Stn. - Barn Fm.","056050000102",2.5,"ST365  874","ST369  855","ST3672386301","3","3","3","2","2","2","3","4","4","3","3","3"
"Wales","MONKS DITCH","Barn Fm. - M4","056050000103",3.1,"ST385  895","ST365  874","ST3685088070","3","2","2","3","3","3","3","3","4","4","4","3"
"Wales","MONKS DITCH","M4 - Wentwood","056050000104",4.7,"ST401  928","ST385  895","ST3848190061","3","2","2","2","2","2","2","2","2","2","2","2"
"Wales","USK","Newbridge Bridge - Conf.Pant-y-Cwcw","056060000111",8.6,"ST378  000","ST385  948","ST3850494821","4","4","2","2","2","3","3","3","3","3","3","3"
"Wales","USK","Conf.Pant-y-Cwcw - Conf.Nant Y Robwl","056060000120",9.5,"SO343  052","SO378  000","SO3464005580","4","3","2","2","2","2","2","2","2","3","2","2"
"Wales","USK","Conf.Nant Y Robwl - Conf.Ffrwd Bk.","056060000124",5.3,"SO357  095","SO343  052","SO3464005580","3","3","2","2","2","2","2","2","2","3","2","2"
"Wales","USK","Conf.Ffrwd Bk. - Conf.Ochram Bk.","056060000126",6.2,"SO318  101","SO357  095","SO3464005580","3","3","2","2","2","2","2","2","2","3","2","2"
"Wales","USK","Conf.Ochram Bk. - Conf.Trib.Llanfoist","056060000128",4.2,"SO299  128","SO318  101","SO3464005580",,"3","2","2","2","2","2","2","2","3","2","2"
"Wales","USK","Trib.Llanfoist-Conf.R.Gavenny","056060000129",1.2,"SO300  136","SO299  128","SO3056411005",,"3","2","2","2","2","2","3","3","4","4","4"
"Wales","USK","Conf.R.Gavenny - Conf.Trib.Glan`y Ct.","056060000130",7,"SO246  162","SO300  136","SO2915313931",,"3","2","2","2","2","2","2","2","2","2","2"
"Wales","USK","Conf.Glan'y  Ct. - Conf.Legar Bk.","056060000133",5.6,"SO217  179","SO246  162","SO2406016070",,"2","2","2","2","2","2","2","2","2","2","2"
"Wales","USK","Conf.Legar Bk. - Conf.Trib.Panteg","056060000137",6.6,"SO164  201","SO217  179","SO2145018150",,"2","2","2","2","2","2","2","2","2","2","2"
"Wales","USK","Conf.Trib.Panteg - Conf.Caerfanell","056060000143",7.7,"SO124  231","SO164  201","SO1522020280",,"2","2","2","2","2","2","2","2","2","2","2"
"Wales","USK","Conf.Caerfanell - Conf.Nant Menascin","056060000145",5.3,"SO095  253","SO124  231","SO1224723330",,"2","2","2","2","2","2","2","2","2","2","2"
"Wales","USK","Conf.Nant Menascin - Conf.R.Cynrig","056060000146",4,"SO068  274","SO095  253","SO1224723330",,"2","2","2","2","2","2","2","2","2","2","2"
"Wales","USK","Conf.R.Cynrig - U/S Brecon STW","056060000148",1.6,"SO056  275","SO068  274","SO0774027280",,"2","2","2","2","2","2","2","2","2","2","2"
"Wales","USK","U/S Brecon STW - Conf.Honddu","056060000148A",2,"SO043  286","SO056  275","SO0774027280",,"2","2","2","2","2","2","2","2","2","2","2"
"Wales","USK","Conf.R.Honddu - Conf.Nant Bran","056060000149",7.2,"SO987  292","SO043  286","SO0774027280",,"2","2","2","2","2","2","2","2","2","2","2"
"Wales","USK","Conf.Nant Bran - Conf.Camlais Bk.","056060000156",2.6,"SN965  290","SN987  292","SN9873429168",,"1","1","1","1","1","1","1","1","1","1","1"
"Wales","USK","Conf.Camlais Bk. - Conf.R.Cilieni","056060000157",3.3,"SN939  298","SN965  290","SN9469829596","1","2","1","1","1","1","1","1","1","2","2","1"
"Wales","USK","Conf.R.Cilieni - Nant Car (Coedwauncar)","056060000158",1.8,"SN925  293","SN939  298","SN9469829596","1","2","1","1","1","1","1","1","1","2","2","1"
"Wales","USK","Nant Car (Coed'car)-Conf.Afon Crai","056060000159",3.8,"SN901  290","SN925  293","SN9469829596",,"2","1","1","1","1","1","1","1","2","2","1"
"Wales","USK","Conf.Afon Crai - Conf.Nant Logyn","056060000162",2.2,"SN884  288","SN901  290","SN9469829596",,"2","1","1","1","1","1","1","1","2","2","1"
"Wales","USK","Conf.Nant Logyn - Conf.Afon Hydfer","056060000163",2.8,"SN861  277","SN884  288","SN9469829596",,"2","1","1","1","1","1","1","1","2","2","1"
"Wales","USK","Conf.A.Hydfer-Conf.Trib.Nr.Allt Y Fan","056060000165",0.8,"SN856  282","SN861  277","SN9469829596",,"2","1","1","1","1","1","1","1","2","2","1"
"Wales","USK","Conf.Trib.Nr.A-Y-Fan - Conf.Nant Henwen","056060000166",2.5,"SN836  290","SN856  282","SN9469829596",,"2","1","1","1","1","1","1","1","2","2","1"
"Wales","USK","Conf.Nant Henwen - Usk Res.(Lwr end)","056060000168",0.2,"SN833  287","SN836  290","SN9469829596",,"2","1","1","1","1","1","1","1","2","2","1"
"Wales","USK RESERVOIR","Lower end Res. - Upper end Res.","056060000169",2.9,"SN818  278","SN833  287","SN9469829596",,"2","1","1","1","1","1","1","1","2","2","1"
"Wales","USK","Usk Res.(Upper end) - Conf.Tarw","056060000170",1.9,"SN817  264","SN818  278","SN9469829596",,"2","1","1","1","1","1","1","1","2","2","1"
"Wales","LWYD","Tidal Limit - Conf.Trib.Dowlais Bk.","056060001601",2.7,"ST325  925","ST343  910","ST3305692435","2","2","2","2","2","2","2","2","2","3","3","2"
"Wales","LWYD","Conf.Dowlais Bk.-Conf.Cwmbran Bk.","056060001605",3.2,"ST302  942","ST325  925","ST3305692435","2","2","2","2","2","2","2","2","2","3","3","2"
"Wales","LWYD","Conf.Cwmbran Bk. - Conf.Blaen Bran Bk.","056060001606",3.4,"ST298  965","ST302  942","ST3018494644",,"2","1","1","2","2","2","2","3","3","3","2"
"Wales","LWYD","Conf.Blaen Bran Bk.-Conf.Railway Str.","056060001607",0.9,"ST299  974","ST298  965","ST2993297244",,"1","1","1","2","2","2","2","3","3","3","3"
"Wales","LWYD","Conf.Railway Str.-Conf.Nant Dare","056060001608",3.8,"SO291  004","ST299  974","ST2993297244",,"1","1","1","2","2","2","2","3","3","3","3"
"Wales","LWYD","Conf.Nant Dare - Conf.Nant Ffrwdoer","056060001609",2.5,"SO276  018","SO291  004","SO2903500485","2","2","1","1","1","1","2","2","2","2","2","2"
"Wales","LWYD","Conf.Nant Ffrwdoer - Conf.Sychan Bk.","056060001612",1.6,"SO271  032","SO276  018","SO2759101845","2","1","1","1","1","1","2","2","2","2","2","1"
"Wales","LWYD","Conf.Sychan Bk. - Conf.Nant Ffrwd","056060001613",0.8,"SO272  039","SO271  032","SO2759101845","2","1","1","1","1","1","2","2","2","2","2","1"
"Wales","LWYD","Conf.Nant Ffrwd-Conf.Trib.Lwr Blaenavon","056060001614",4.8,"SO261  081","SO272  039","SO2697106435","2","1","1","2","2","2","2","2","2","2","2","2"
"Wales","LWYD","Lower Blaenavon - Garn-yr-Erw Trib.","056060001616",3.8,"SO234  096","SO261  081","SO2524908583","2","1","1","2","2","2","2","2","2","2","2","5"
"Wales","SOR","Tidal limit - Conf.abv.Garth","056060001701",2,"ST350  937","ST347  918","ST3450092650",,"3","3","3","3","3","3","3","3","3","3","3"
"Wales","DOWLAIS BROOK","Conf.Afon Lwyd - SWO Nr.Llantarnam Ab.","056060002201A",2.3,"ST308  928","ST325  925","ST3094492816","2","3","3","4","4","4","3","3","3","3","3","3"
"Wales","DOWLAIS BROOK","SWO Nr.Llant.Ab.-Conf.Trib.Hollybush","056060002201B",3.1,"ST285  941","ST308  928","ST3094492816",,"3","3","4","4","4","3","3","3","3","3","3"
"Wales","TROSNANT BROOK","Conf.Afon Lwyd-Former Glyntillery Coll.","056060003001",5,"ST242  988","SO286  006","SO2861000570","2","2","1","1","1","1","1","1","1","2","2","2"
"Wales","NANT FFRWD OER","Conf.Afon Lwyd - Conf.Nant Ddu","056060003401",1,"SO266  016","SO276  018","SO2762301789","2","1","1","1","1","1","1","1","1","1","2","2"
"Wales","NANT FFRWD OER","Nant Ddu-Culvert Outlet","056060003402A",1.3,"SO254  003","SO266  016","SO2581100986","2","1","1","1","1","1","1","1","1","1","2","1"
"Wales","NANTDDU","Nant Ffrwdoer-Former Blaenserchan Coll.","056060003501",2.1,"SO247  022","SO266  016","SO2650801709","2","4","1","1","1","1","1","1","2","2","2","2"
"Wales","CWM SYCHAN BROOK","Conf.A.Lwyd - Conf.Trib.belw British","056060003601",1.1,"SO263  034","SO271  032","SO2698503265","2","1","1","1","1","1","1","1","2","2","2","3"
"Wales","OLWAY BROOK","Conf.R.Usk - Conf.Trib.Llanllowell","056060005801",0.8,"ST391  986","ST388  979","ST3912898590","5","4","4","4","4","4","4","4","4","4","4","4"
"Wales","OLWAY BROOK","Conf.Trib.Llan'll-Conf.Trib.Lwr Maerdy","056060005802",2.8,"SO383  009","ST391  986","ST3912898590","5","4","4","4","4","4","4","4","4","4","4","4"
"Wales","OLWAY BROOK","Conf.Trib.Lwr.Maerdy-Conf.Lanolway Bk.","056060005803",2.7,"SO402  019","SO383  009","SO3839100975","5","4","4","4","4","4","4","4","4","4","4","4"
"Wales","OLWAY BROOK","Conf.Lanolway Bk.-Conf.Nant Y Wilcae","056060005804",2.1,"SO416  036","SO402  019","SO3839100975","5","4","4","4","4","4","4","4","4","4","4","4"
"Wales","OLWAY BROOK","Conf.Nant y Wilcae-Conf.Pont-y-Rhydon Bk","056060005806",3,"SO437  043","SO416  036","SO4178204063",,"4","4","4","4","4","4","4","4","4","4","4"
"Wales","PILL BROOK","Conf.Olway Bk. - Conf.Porthvaynor Bk.","056060005807",4.4,"SO443  015","SO409  026","SO4190802571",,"3","3","3","3","3","3","3","3","3","3","3"
"Wales","BERTHIN BROOK","Conf.R.Usk Rdyr-Conf.Trib.Monkswood","056060007901",2.4,"SO354  016","SO372  017","SO3653001944","4","3","3","3","3","3","3","3","3","3","3","3"
"Wales","BERTHIN BROOK","Conf.Trib.Monkswood-Conf.Trib.Lt.Mill","056060007902",4.5,"SO324  029","SO354  016","SO3378802295","4","3","3","3","3","3","3","4","4","4","4","3"
"Wales","BERTHIN BROOK","Conf.Trib.Lt.Mill-U/S Park Davies Disch.","056060007904",2.2,"SO308  017","SO324  029","SO3169902641",,"2","2","3","3","3","3","3","3","3","3","3"
"Wales","BERTHIN BROOK","U/S P.Davies Disch.-Llanvihangel P'moel","056060007905",0.5,"SO306  012","SO308  017","SO3082201716",,"3","3","3","3",,"3","3","3","4","4","4"
"Wales","NANT Y ROBWL","Conf.R.Usk - Conf.Trib.Goytre","056060008701",2.6,"SO330  058","SO343  052","SO3446505651",,"3","2","2","2","2","2","2","3","3","2","2"
"Wales","GAVENNY","Conf.R.Usk (Llanf)-Conf.Trib.Mardy","056060010701",2.3,"SO310  156","SO300  136","SO3005313628",,"2","3","3","3","3","2","3","5","5","5","3"
"Wales","GAVENNY","Conf.Trib.Mardy - Conf.Bryn-arw","056060010702",2.8,"SO311  180","SO310  156","SO3005313628",,"2","3","3","3","3","2","3","5","5","5","3"
"Wales","CLYDACH","Conf.R.Usk -Conf.Trib.Waen Llapria","056060011601A",4,"SO225  127","SO242  155","SO2455614594","5","4","4","4","4","4","4","4","4","4","3","3"
"Wales","CLYDACH","Conf.Trib.Waen Llapria-Brynmawr STW Dis.","056060011601B",1.9,"SO206  124","SO225  127","SO2154512486","5","5","5","5","5","5","5","5","5","4","4",
"Wales","CLYDACH","STW Disch.Pt-Conf.Trib.abv B.m'r Rndabt","056060011601D",0.8,"SO196  121","SO206  124","SO2072812400","2","1","1","1","1","1","2","2","3",,"2","3"
"Wales","GRWYNE FAWR","Conf.R.Usk (Glang'y)-Conf.Grwyne-Fechan","056060011801",4.8,"SO246  198","SO236  159","SO2376716363",,"1","1","1","1","1","1","1","2","2","2","2"
"Wales","GRWYNE FAWR","Conf.Grwyne-Fechan - Conf.Ffrwd Bk.","056060011802",9.9,"SO277  243","SO246  198","SO2376716363",,"1","1","1","1","1","1","1","2","2","2","2"
"Wales","GRWYNE FAWR","Conf.Ffrwd Bk. - Grwyne Reservoir Outlet","056060011803",8.6,"SO233  307","SO277  243","SO2376716363",,"1","1","1","1","1","1","1","2","2","2","2"
"Wales","GRWYNE-FECHAN","Grwyne Fawr - Conf.Gargwy Fawr","056060011901",6.9,"SO228  252","SO246  198","SO2376716363",,"1","1","1","1","1","1","1","2","2","2","2"
"Wales","RHIAN GOLL","Conf.R.Usk-Conf.Trib.at Pontwaunfach","056060012801",7.2,"SO184  262","SO193  199","SO1916620079",,"2","1","1","1","1","1","2","2","2","2","2"
"Wales","CAERFANELL","Conf.R.Usk Talybont-Conf.Clydach Aber V.","056060013501",2.6,"SO107  216","SO124  231","SO1190023000",,"1","1","1","1","1","1","1","1","1","1","2"
"Wales","CAERFANELL","Conf.Nant Clydach-Lwr end Talybont Res.","056060013503",1.2,"SO104  206","SO107  216","SO1190023000",,"1","1","1","1","1","1","1","1","1","1","2"
"Wales","CAERFANELL","Lwr.end Talyb.Res.-Conf.Nant Bwrefwr","056060013504",3.7,"SO060  174","SO104  206","SO1190023000",,"1","1","1","1","1","1","1","1","1","1","2"
"Wales","MENASCIN","Conf.R.Usk-Conf.Trib.abv Nant Menascin","056060014101",0.7,"SO089  253","SO095  253","SO0904925392",,"1","1","1","1","1","1","1","2","2","2","1"
"Wales","MENASCIN","Conf.U/S Menascin-Conf.abv.Cwm Oergwm","056060014102",5.8,"SO057  229","SO089  253","SO0904925392",,"1","1","1","1","1","1","1","2","2","2","1"
"Wales","CYNRIG","Conf.R.Usk - Conf.Nant Sere","056060014501",3.7,"SO049  249","SO068  274","SO0675026600",,"1","1","1","1","1","1","1","1","2","2","2"
"Wales","HONDDU","Conf.R.Usk Llanfaes Br.-Conf.Nant Anod","056060014601",2.6,"SO049  306","SO043  286","SO0430528663",,"2","2","2","2","2","2","2","2","2","2","2"
"Wales","HONDDU","Conf.Nant Anod-Conf.Trib.Upper Chapel","056060014602",14,"SO005  406","SO049  306","SO0430528663",,"2","2","2","2","2","2","2","2","2","2","2"
"Wales","TARRELL","Conf.R.Usk Brecon Golf C-Conf.Nant Gwdi","056060014901",1.6,"SO028  277","SO039  288","SO0336028395",,"1","1","1","1","1","1","2","2","2","2","2"
"Wales","TARRELL","Conf.Nant Gwdi - Conf.Lawenant Bk.","056060014902",1.9,"SO014  269","SO028  277","SO0336028395",,"1","1","1","1","1","1","2","2","2","2","2"
"Wales","TARRELL","Conf.Llawenant Bk. - Conf.Byddegai Bk.","056060014904",4.5,"SN985  241","SO014  269","SO0336028395",,"1","1","1","1","1","1","2","2","2","2","2"
"Wales","YSCIR","Conf.R.Usk Ab'yscir-Conf.Yscir Fechan","056060015801",5.5,"SN996  341","SO001  295","SO0037030270",,"1","1","1","1","1","1","1","1","1","1","1"
"Wales","YSCIR","Conf.Yscir Fechan - Conf.unnamed trib.","056060015802",8.1,"SN978  396","SN996  341","SO0037030270",,"1","1","1","1","1","1","1","1","1","1","1"
"Wales","YSCIR FECHAN","Conf. Afon Yscir-Conf.abv.Llwyn-y-Celyn","056060015901",6.8,"SN963  387","SN996  341","SO0037030270",,"1","1","1","1","1","1","1","1","1","1","1"
"Wales","BRAN","Conf.R.Usk - Conf.with Egnant","056060016001",12.2,"SN932  382","SN987  292","SN9869529324",,"1","1","1","1","1","1","1","1","1","2","2"
"Wales","CILIENI","Conf.R.Usk Nr.Trallong-Conf.Nant Mawr","056060016201",1,"SN934  306","SN939  298","SN9378030150",,"1","1","1","1","1","1","1","1","2","2","2"
"Wales","CILIENI","Conf.Nant Mawr-Conf.Nant Yr Eithrim","056060016202",5.9,"SN909  329","SN934  306","SN9378030150",,"1","1","1","1","1","1","1","1","2","2","2"
"Wales","SENNI","Conf.R.Usk - Conf.Nant Cwm Ddu","056060016701",8.8,"SN928  220","SN920  286","SN9204028581",,"1","1","1","1","1","1","1","3","3","3","2"
"Wales","CRAI","Conf.R.Usk - Crai Reservoir Outlet","056060017101",9.2,"SN884  222","SN901  290","SN8950027420",,"1","1","1","1","1","1","1","2","2","3","1"
"Wales","HYDFER","Conf.R.Usk - Conf.Trinant","056060017401",5.2,"SN838  247","SN861  277","SN8613027530",,"1","1","1","1","1","1","1","1","2","2","2"
"Wales","EBBW FAWR","Tidal Limit -Bassaleg Bridge","056070000105",4.1,"ST278  870","ST305  856","ST2941186000","2","1","1","2","2","2","2","2","2","2","2","2"
"Wales","EBBW FAWR","Bassaleg Bridge - Sirhowy Conf.","056070000106",8.4,"ST222  913","ST278  870","ST2587088870","2","1","1","1","1","1","1","1","1","2","1","1"
"Wales","EBBW FAWR","Sirhowy Conf. - Newbridge Bk.","056070000107",6.6,"ST212  965","ST222  913","ST2187991703",,"1","1","1","1","1","1","1","2","2","3","3"
"Wales","EBBW FAWR","Newbridge Bk.-Conf.Nant Kendon","056070000112",2.1,"ST213  985","ST212  965","ST2116596941",,"2","1","1","1","1","2","2","2","2","1","1"
